CI Name (aff);CI Type (aff);CI Subtype (aff);Service Component WBS (aff);Incident ID;Status;Impact;Urgency;Priority;Category;KM number;Alert Status;# Reassignments;Open Time;Reopen Time;Resolved Time;Close Time;Handle Time (Hours);Closure Code;# Related Interactions;Related Interaction;# Related Incidents;# Related Changes;Related Change;CI Name (CBy);CI Type (CBy);CI Subtype (CBy);ServiceComp WBS (CBy);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0024977;Closed;5;5;5;request for information;KM0001114;closed;2;02/01/2014 10:28:33;;03/01/2014 14:31:09;03/01/2014 14:31:14;14,54472222;Other;1;SD0074507;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0024978;Closed;5;5;5;incident;KM0000081;closed;0;02/01/2014 10:41:11;;02/01/2014 11:55:10;02/01/2014 11:55:40;1,241388889;Software;1;SD0074509;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0024979;Closed;5;5;5;request for information;KM0001104;closed;3;02/01/2014 10:42:57;;02/01/2014 11:07:26;02/01/2014 11:07:29;0,408888889;Other;1;SD0074513;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000004;application;SAP;WBS000271;IM0024980;Closed;5;5;5;request for information;KM0001264;closed;2;02/01/2014 10:48:36;;02/01/2014 11:06:51;02/01/2014 11:06:54;0,305;Other;1;SD0074518;;;;SAP000004;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000144;application;Web Based Application;WBS000318;IM0024981;Closed;3;3;3;incident;KM0000844;closed;0;02/01/2014 10:48:48;;02/01/2014 11:13:10;02/01/2014 11:13:19;0,408611111;Other;1;SD0074514;;;;WBA000144;application;Web Based Application;WBS000318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0024982;Closed;5;5;5;request for information;KM0001111;closed;0;02/01/2014 10:56:33;;06/01/2014 15:13:58;06/01/2014 15:14:00;0,037777778;Other;1;SD0074524;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000133;application;Web Based Application;WBS000073;IM0024983;Closed;4;4;4;incident;KM0001394;closed;0;02/01/2014 11:14:34;;02/01/2014 11:57:14;02/01/2014 11:57:18;0,712222222;Software;1;SD0074532;;;;WBA000133;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000458;application;Server Based Application;WBS000073;IM0024984;Closed;4;4;4;incident;KM0001567;closed;1;02/01/2014 11:16:11;02/01/2014 14:25:18;29/01/2014 10:26:16;29/01/2014 10:26:21;198,2327778;Other;2;#MULTIVALUE;;;;SBA000458;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN000151;storage;SAN;WBS000182;IM0024985;Closed;3;3;3;incident;KM0001141;closed;0;02/01/2014 11:16:47;;02/01/2014 15:43:04;02/01/2014 15:43:09;0,405;Hardware;1;SD0074531;;;;SAN000151;storage;SAN;WBS000182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN000155;storage;SAN;WBS000182;IM0024986;Closed;3;3;3;incident;KM0001141;closed;0;02/01/2014 11:32:15;;02/01/2014 16:21:23;02/01/2014 16:21:26;0,256111111;Hardware;1;SD0074782;;;;SAN000155;storage;SAN;WBS000182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000255;IM0024987;Closed;4;4;4;incident;KM0002059;closed;0;02/01/2014 11:36:47;;02/01/2014 12:56:42;02/01/2014 12:56:44;1,3325;Software;1;SD0074790;;;;SAN000184;storage;SAN;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000508;subapplication;Web Based Application;WBS000162;IM0024988;Closed;4;4;4;incident;KM0000553;closed;4;02/01/2014 11:38:37;;31/01/2014 11:46:23;31/01/2014 11:46:26;81,90416667;Other;1;SD0074786;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000005;application;SAP;WBS000271;IM0024989;Closed;5;5;5;incident;KM0001234;closed;13;02/01/2014 11:59:15;;13/01/2014 12:05:13;13/01/2014 12:05:27;73,60333333;Other;1;SD0074807;2;;;SAP000005;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRN000098;officeelectronics;Printer;WBS000096;IM0024990;Closed;4;4;4;incident;KM0000107;closed;0;02/01/2014 12:11:53;;02/01/2014 14:36:09;02/01/2014 14:36:12;0,568888889;Software;1;SD0074805;;;;SUB000420;subapplication;Standard Application;WBS000096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000311;computer;Banking Device;WBS000146;IM0024991;Closed;3;3;3;incident;KM0000274;closed;0;02/01/2014 12:15:11;;;03/01/2014 10:35:51;8,844444444;;1;SD0074819;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000005;application;SAP;WBS000271;IM0024992;Closed;5;5;5;incident;KM0001234;closed;2;02/01/2014 12:17:29;;06/01/2014 15:32:46;06/01/2014 15:32:50;23,4025;Other;1;SD0074809;;;;SAP000005;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000464;application;Server Based Application;WBS000073;IM0024993;Closed;4;4;4;incident;KM0002101;closed;0;02/01/2014 12:18:58;;02/01/2014 14:00:17;02/01/2014 14:00:20;1,689444444;Software;1;SD0074820;;;;SBA000464;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0024994;Closed;4;4;4;incident;KM0001179;closed;0;02/01/2014 12:19:38;;02/01/2014 12:37:19;02/01/2014 12:37:32;0,298333333;Other;1;SD0074823;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000057;application;Desktop Application;WBS000094;IM0024995;Closed;5;5;5;incident;KM0001655;closed;0;02/01/2014 12:21:52;;03/01/2014 12:44:17;03/01/2014 12:44:20;10,87444444;Software;1;SD0074812;;;;DTA000057;application;Desktop Application;WBS000094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000464;application;Server Based Application;WBS000073;IM0024996;Closed;4;4;4;incident;KM0002112;closed;6;02/01/2014 12:25:43;17/02/2014 08:48:54;17/02/2014 16:11:58;17/02/2014 16:12:00;28,80916667;Other;2;#MULTIVALUE;;;;SBA000464;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000458;application;Server Based Application;WBS000073;IM0024997;Closed;5;4;4;incident;KM0001539;closed;1;02/01/2014 12:33:13;;06/01/2014 15:41:00;06/01/2014 15:41:04;24,13083333;User manual not used;1;SD0074828;;;;SBA000458;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000060;application;Web Based Application;WBS000073;IM0024998;Closed;4;4;4;incident;KM0000828;closed;0;02/01/2014 12:44:01;;02/01/2014 14:12:32;02/01/2014 14:13:07;0,720277778;Other;1;SD0074832;;;;WBA000060;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0024999;Closed;4;4;4;incident;KM0000611;closed;21;02/01/2014 12:52:25;05/02/2014 08:48:51;06/03/2014 13:29:35;06/03/2014 13:29:38;103,0238889;Software;2;#MULTIVALUE;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000847;application;Server Based Application;WBS000199;IM0025000;Closed;3;3;3;incident;KM0000940;closed;0;02/01/2014 12:59:29;;02/01/2014 13:03:47;02/01/2014 13:03:49;0,072222222;User error;1;SD0074837;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0025001;Closed;5;5;5;incident;KM0000075;closed;4;02/01/2014 09:18:55;;03/01/2014 11:50:54;03/01/2014 11:51:36;13,04472222;Software;1;SD0074287;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000302;application;Desktop Application;WBS000089;IM0025002;Closed;3;3;3;incident;KM0001764;closed;2;02/01/2014 09:26:37;;02/01/2014 10:54:47;02/01/2014 10:54:49;1,47;Software;1;SD0074283;;;;DTA000302;application;Desktop Application;WBS000089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000113;subapplication;Server Based Application;WBS000095;IM0025003;Closed;5;5;5;request for information;KM0000226;closed;0;02/01/2014 09:35:47;;;02/01/2014 09:53:41;0,298333333;Data;1;SD0074294;;;;SUB000113;subapplication;Server Based Application;WBS000095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000008;application;Web Based Application;WBS000167;IM0025004;Closed;3;3;3;incident;KM0000069;closed;0;02/01/2014 09:57:39;;02/01/2014 13:14:55;02/01/2014 13:15:41;3,300555556;Software;1;SD0074547;;;;WBA000008;application;Web Based Application;WBS000167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000609;application;Server Based Application;WBS000263;IM0025005;Closed;5;5;5;request for information;KM0001825;closed;1;02/01/2014 10:01:22;;02/01/2014 10:54:20;02/01/2014 10:54:23;0,883611111;User error;1;SD0074553;;;;SBA000609;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000058;application;Web Based Application;WBS000073;IM0025006;Closed;4;4;4;incident;KM0002043;closed;0;02/01/2014 10:03:30;;02/01/2014 10:09:46;02/01/2014 10:11:33;0,134166667;Other;1;SD0074551;;;;WBA000058;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000008;application;Web Based Application;WBS000167;IM0025007;Closed;3;3;3;incident;KM0000069;closed;0;02/01/2014 10:14:08;;02/01/2014 13:17:12;02/01/2014 13:19:59;3,0975;Other;1;SD0074558;;;;WBA000008;application;Web Based Application;WBS000167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSW000058;software;System Software;WBS000199;IM0025008;Closed;3;3;3;incident;KM0000940;closed;0;02/01/2014 10:19:55;;02/01/2014 10:46:55;02/01/2014 10:46:57;0,450555556;User error;1;SD0074563;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0025009;Closed;4;4;4;incident;KM0000741;closed;1;02/01/2014 10:30:07;;09/01/2014 16:50:56;09/01/2014 16:50:59;8,280555556;Software;1;SD0074566;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000167;application;Server Based Application;WBS000296;IM0025010;Closed;4;4;4;incident;KM0001033;closed;0;02/01/2014 10:31:53;;02/01/2014 12:49:23;02/01/2014 12:49:41;2,296666667;Data;1;SD0074567;;;;SBA000135;application;Server Based Application;WBS000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000057;application;Desktop Application;WBS000094;IM0025011;Closed;5;5;5;incident;KM0000701;closed;0;02/01/2014 10:33:01;;02/01/2014 11:45:00;02/01/2014 11:45:16;1,204166667;Other;1;SD0074569;;;;WBA000148;application;Web Based Application;WBS000172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAP000174;computer;Laptop;WBS000091;IM0025012;Closed;5;5;5;incident;KM0001444;closed;3;02/01/2014 10:34:55;;07/01/2014 15:38:05;07/01/2014 15:38:54;13,07916667;Hardware;1;SD0074576;;;;LAP000174;computer;Laptop;WBS000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000144;application;Web Based Application;WBS000318;IM0025013;Closed;4;4;4;incident;KM0000846;closed;0;02/01/2014 10:41:54;;02/01/2014 11:10:37;02/01/2014 11:10:42;0,48;Other;1;SD0074574;;;;WBA000144;application;Web Based Application;WBS000318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAP001524;computer;Laptop;WBS000091;IM0025014;Closed;5;5;5;incident;KM0001444;closed;5;02/01/2014 10:42:21;;09/01/2014 16:05:46;09/01/2014 16:05:48;57,89083333;Hardware;1;SD0074577;;;;LAP001524;computer;Laptop;WBS000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000017;application;Server Based Application;WBS000099;IM0025015;Closed;3;3;3;incident;KM0000480;closed;0;02/01/2014 10:45:19;;;02/01/2014 10:47:42;0,039722222;User error;1;SD0074584;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000424;subapplication;Web Based Application;WBS000073;IM0025016;Closed;5;5;5;incident;KM0000703;closed;0;02/01/2014 10:51:10;;02/01/2014 11:24:46;02/01/2014 11:24:48;0,560555556;Other;1;SD0074588;;;;SUB000424;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000077;application;Web Based Application;WBS000153;IM0025017;Closed;5;5;5;request for information;KM0000415;closed;0;02/01/2014 10:56:51;;03/01/2014 14:47:55;03/01/2014 14:47:58;14,35194444;Unknown;1;SD0074591;;;;CBD001108;computer;Banking Device;WBS000016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000424;subapplication;Web Based Application;WBS000073;IM0025018;Closed;5;5;5;incident;KM0001846;closed;1;02/01/2014 11:02:27;;02/01/2014 14:28:08;02/01/2014 14:28:12;3,429166667;Other;1;SD0074597;;;;SUB000424;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000424;subapplication;Web Based Application;WBS000073;IM0025019;Closed;5;5;5;incident;KM0001846;closed;1;02/01/2014 11:03:21;;02/01/2014 14:28:27;02/01/2014 14:28:29;3,418888889;Other;1;SD0074600;;;;SUB000424;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000424;subapplication;Web Based Application;WBS000073;IM0025020;Closed;5;5;5;incident;KM0001846;closed;1;02/01/2014 11:03:58;;02/01/2014 14:28:19;02/01/2014 14:28:21;3,406388889;Other;1;SD0074598;;;;SUB000424;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000458;application;Server Based Application;WBS000073;IM0025021;Closed;4;4;4;incident;KM0002120;closed;0;02/01/2014 11:07:17;;02/01/2014 13:11:31;02/01/2014 13:11:33;2,071111111;Software;1;SD0074599;;;;SBA000458;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBA000014;application;Client Based Application;WBS000073;IM0025022;Closed;4;4;4;incident;KM0001346;closed;2;02/01/2014 11:09:40;;10/01/2014 08:09:12;10/01/2014 08:09:14;1,006111111;Software;2;#MULTIVALUE;;;;CBA000014;application;Client Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0025023;Closed;4;4;4;incident;KM0000592;closed;6;02/01/2014 11:12:24;;03/01/2014 13:01:17;03/01/2014 13:01:20;12,31555556;Other;1;SD0074608;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0025024;Closed;4;4;4;incident;KM0001106;closed;1;02/01/2014 11:15:03;;03/01/2014 10:15:09;03/01/2014 10:15:47;9,512222222;Other;1;SD0074611;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0025025;Closed;4;4;4;incident;KM0000592;closed;2;02/01/2014 11:18:43;;02/01/2014 16:33:03;02/01/2014 16:33:06;5,239722222;Other;1;SD0074615;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0025026;Closed;5;5;5;incident;KM0000075;closed;0;02/01/2014 11:21:50;;02/01/2014 15:05:53;02/01/2014 15:07:28;3,760555556;Software;1;SD0074610;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000113;application;Web Based Application;WBS000043;IM0025027;Closed;3;3;3;incident;KM0000215;closed;1;02/01/2014 11:37:50;;02/01/2014 11:45:41;02/01/2014 11:46:18;0,141111111;Other;1;SD0074625;;;;WBA000113;application;Web Based Application;WBS000043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0025028;Closed;4;4;4;incident;KM0001865;closed;0;02/01/2014 11:43:16;;02/01/2014 12:43:49;02/01/2014 12:43:52;1,01;Software;1;SD0074865;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000133;application;Web Based Application;WBS000073;IM0025029;Closed;4;4;4;incident;KM0001734;closed;0;02/01/2014 11:45:13;;02/01/2014 16:26:39;02/01/2014 16:26:42;4,691388889;No error - works as designed;1;SD0074867;;;;SBA000201;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0025030;Closed;4;4;4;incident;KM0001041;closed;1;02/01/2014 11:54:36;02/01/2014 14:37:20;03/01/2014 09:14:17;03/01/2014 09:14:19;7,647222222;Other;2;#MULTIVALUE;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000714;computer;Banking Device;WBS000146;IM0025031;Closed;2;2;2;incident;KM0000274;closed;0;02/01/2014 11:59:13;;;02/01/2014 14:23:16;2,400833333;;1;SD0074875;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000717;computer;Banking Device;WBS000146;IM0025032;Closed;3;3;3;incident;KM0000274;closed;0;02/01/2014 12:00:03;;;02/01/2014 14:37:22;2,621944444;;1;SD0074877;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000103;application;Web Based Application;WBS000073;IM0025033;Closed;4;4;4;incident;KM0001624;closed;0;02/01/2014 12:06:44;;02/01/2014 12:44:13;02/01/2014 12:44:24;0,627777778;Other;1;SD0074882;;;;WBA000103;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000058;application;Web Based Application;WBS000073;IM0025034;Closed;4;4;4;incident;KM0002043;closed;0;02/01/2014 12:11:27;;02/01/2014 12:27:57;02/01/2014 12:28:01;0,276111111;Other;1;SD0074885;;;;WBA000058;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0025035;Closed;5;5;5;incident;KM0001214;closed;1;02/01/2014 12:15:19;;03/01/2014 10:02:13;03/01/2014 10:02:16;8,2825;Other;1;SD0074888;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0025036;Closed;4;4;4;incident;KM0001455;closed;1;02/01/2014 12:17:49;;03/01/2014 14:36:33;03/01/2014 14:36:36;12,81305556;Other;1;SD0074884;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000759;application;Server Based Application;WBS000296;IM0025037;Closed;4;4;4;incident;KM0001031;closed;2;02/01/2014 12:18:03;;20/02/2014 18:11:02;20/02/2014 18:12:08;18,66083333;Other;1;SD0074873;;;;SBA000759;application;Server Based Application;WBS000296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0025038;Closed;4;4;4;incident;KM0001736;closed;0;02/01/2014 12:21:36;;02/01/2014 12:33:11;02/01/2014 12:33:15;0,194166667;Other;1;SD0074895;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000058;application;Web Based Application;WBS000073;IM0025039;Closed;4;4;4;incident;KM0002043;closed;0;02/01/2014 12:21:40;;02/01/2014 12:29:54;02/01/2014 12:30:02;0,139444444;Other;1;SD0074892;;;;WBA000058;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000255;IM0025040;Closed;3;3;3;incident;KM0001109;closed;0;02/01/2014 09:41:29;;02/01/2014 11:08:09;02/01/2014 11:08:12;0,450277778;Software;1;SD0074417;;;;SAN000184;storage;SAN;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0025041;Closed;4;4;4;incident;KM0001786;closed;0;02/01/2014 09:43:52;;02/01/2014 10:27:37;02/01/2014 10:27:42;0,730555556;Software;1;SD0074420;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000017;application;Server Based Application;WBS000099;IM0025042;Closed;3;3;3;incident;KM0000480;closed;0;02/01/2014 09:48:04;;;02/01/2014 09:51:49;0,0625;User error;1;SD0074425;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0025043;Closed;4;4;4;incident;KM0001106;closed;1;02/01/2014 09:55:17;;02/01/2014 13:28:03;02/01/2014 13:28:56;3,560833333;Other;1;SD0074426;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000025;application;Desktop Application;WBS000110;IM0025044;Closed;4;4;4;incident;KM0000833;closed;0;02/01/2014 09:59:20;;06/01/2014 10:25:37;06/01/2014 10:26:47;21,4575;Other;1;SD0074427;;;;DTA000025;application;Desktop Application;WBS000110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000300;application;Server Based Application;WBS000044;IM0025045;Closed;4;4;4;incident;KM0001607;closed;0;02/01/2014 10:18:03;;03/01/2014 08:55:18;03/01/2014 08:55:29;1,869444444;No error - works as designed;1;SD0074441;;;;SBA000300;application;Server Based Application;WBS000044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000948;computer;Banking Device;WBS000016;IM0025046;Closed;5;5;5;request for information;KM0000434;closed;2;02/01/2014 10:20:45;;09/01/2014 14:18:46;09/01/2014 14:18:50;56,46805556;No error - works as designed;1;SD0074440;;;;SBA000589;application;Server Based Application;WBS000149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAP000137;computer;Laptop;WBS000091;IM0025047;Closed;4;4;4;incident;KM0000966;closed;3;02/01/2014 10:26:43;;08/01/2014 16:38:37;08/01/2014 16:38:47;41,01722222;Hardware;1;SD0074447;;;;LAP000137;computer;Laptop;WBS000091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCE000167;hardware;DataCenterEquipment;WBS000242;IM0025048;Closed;4;4;4;incident;KM0001084;closed;0;02/01/2014 10:34:23;;06/01/2014 12:15:13;06/01/2014 12:15:15;12,61055556;User error;1;SD0074450;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COM000003;computer;Omgeving;WBS000292;IM0025049;Closed;4;4;4;incident;KM0000917;closed;1;02/01/2014 10:36:09;;02/01/2014 11:21:33;02/01/2014 11:21:42;0,741944444;Other;1;SD0074453;;;;COM000003;computer;Omgeving;WBS000292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN000182;storage;SAN;WBS000128;IM0025050;Closed;4;4;4;incident;KM0002126;closed;0;02/01/2014 10:45:41;;02/01/2014 14:03:50;02/01/2014 14:03:52;3,303055556;Other;1;SD0074708;;;;SAN000182;storage;SAN;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000834;application;Server Based Application;WBS000223;IM0025051;Closed;4;4;4;incident;KM0000979;closed;3;02/01/2014 10:46:00;08/01/2014 15:51:28;09/01/2014 15:01:58;09/01/2014 15:02:00;38,31055556;Data;2;#MULTIVALUE;;;;SBA000834;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
