CI Name (aff);CI Type (aff);CI Subtype (aff);Service Comp WBS (aff);Interaction ID;Status;Impact;Urgency;Priority;Category;KM number;Open Time (First Touch);Close Time;Closure Code;First Call Resolution;Handle Time (secs);Related Incident
SAN000182;storage;SAN;WBS000128;SD0055199;Closed;4;4;4;incident;KM0002125;4-12-2013 10:41;4-12-2013 10:42;Other;Y;54;
SBA000263;application;Server Based Application;WBS000072;SD0055200;Closed;5;5;5;request for information;KM0001113;4-12-2013 10:41;4-12-2013 10:47;Other;N;78;IM0019034
SBA000624;application;Server Based Application;WBS000256;SD0055201;Closed;4;4;4;incident;KM0000601;4-12-2013 10:42;4-12-2013 10:47;Software;Y;281;
SBA000729;application;Server Based Application;WBS000101;SD0055202;Closed;4;4;4;incident;KM0000866;4-12-2013 10:44;4-12-2013 10:47;Referred;Y;155;
SBA000025;application;Server Based Application;WBS000006;SD0055203;Closed;5;5;5;request for information;KM0000030;4-12-2013 10:45;4-12-2013 10:46;Other;Y;137;
DTA000024;application;Desktop Application;WBS000093;SD0055204;Closed;4;4;4;incident;KM0000340;4-12-2013 9:30;4-12-2013 9:44;Software;Y;837;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055205;Closed;4;4;4;incident;KM0000751;4-12-2013 9:30;4-12-2013 9:38;Other;Y;443;
SUB000433;subapplication;Web Based Application;WBS000073;SD0055206;Closed;4;4;4;incident;KM0000791;4-12-2013 9:34;4-12-2013 9:43;Other;Y;501;
SBA000729;application;Server Based Application;WBS000101;SD0055207;Closed;4;4;4;incident;KM0001584;4-12-2013 9:35;4-12-2013 9:38;User error;Y;224;
SUB000403;subapplication;Server Based Application;WBS000096;SD0055208;Closed;4;4;4;incident;KM0000961;4-12-2013 9:35;4-12-2013 9:48;Software;Y;748;
SBA000295;application;Server Based Application;WBS000268;SD0055209;Closed;4;4;4;incident;KM0000368;4-12-2013 9:36;4-12-2013 13:08;No error - works as designed;N;1327;IM0018935
DTA000616;application;Desktop Application;WBS000092;SD0055210;Closed;3;3;3;incident;KM0001973;4-12-2013 9:36;4-12-2013 9:58;Other;Y;1308;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055211;Closed;4;4;4;request for information;KM0001147;4-12-2013 9:38;4-12-2013 9:40;Inquiry;N;541;IM0016623
DTA000616;application;Desktop Application;WBS000092;SD0055212;Closed;4;4;4;incident;KM0001968;4-12-2013 9:38;4-12-2013 9:43;Other;Y;308;
DTA000011;application;Desktop Application;WBS000089;SD0055213;Closed;4;4;4;incident;KM0001553;4-12-2013 9:41;4-12-2013 9:53;Software;Y;750;
DTA000616;application;Desktop Application;WBS000092;SD0055214;Closed;3;3;3;incident;KM0001625;4-12-2013 9:43;4-12-2013 9:50;Other;Y;448;
SAN000182;storage;SAN;WBS000128;SD0055215;Closed;5;5;5;request for information;KM0000939;4-12-2013 9:43;4-12-2013 9:45;Referred;Y;132;
WBA000133;application;Web Based Application;WBS000073;SD0055216;Closed;5;5;5;incident;KM0000711;4-12-2013 9:45;19-12-2013 14:19;Unknown;N;1434;IM0018937
SBA000172;application;Server Based Application;WBS000014;SD0055217;Closed;3;3;3;incident;KM0000426;4-12-2013 9:50;4-12-2013 9:57;Operator error;Y;370;
DTA000616;application;Desktop Application;WBS000092;SD0055218;Closed;5;5;5;request for information;KM0000507;4-12-2013 9:51;4-12-2013 9:53;User error;Y;109;
WBA000018;application;Web Based Application;WBS000073;SD0055219;Closed;4;4;4;incident;KM0001609;4-12-2013 9:51;4-12-2013 9:53;Software;Y;85;
WBA000011;application;Web Based Application;WBS000152;SD0055220;Closed;5;5;5;incident;KM0000075;4-12-2013 9:52;4-12-2013 9:55;User error;Y;210;
CBD000796;computer;Banking Device;WBS000146;SD0055221;Closed;2;2;2;incident;KM0000274;4-12-2013 9:54;6-12-2013 15:00;Other;N;355;IM0018936
CBA000009;application;Client Based Application;WBS000098;SD0055222;Closed;4;4;4;incident;KM0000144;4-12-2013 9:54;4-12-2013 10:26;Software;Y;1895;
SBA000017;application;Server Based Application;WBS000099;SD0055223;Closed;3;3;3;incident;KM0000017;4-12-2013 9:57;4-12-2013 9:59;Software;Y;162;
WBA000133;application;Web Based Application;WBS000073;SD0055224;Closed;4;4;4;incident;KM0001497;4-12-2013 9:57;4-12-2013 10:04;Software;Y;873;
CBD001113;computer;Banking Device;WBS000016;SD0055225;Closed;2;2;2;incident;KM0000662;4-12-2013 9:57;4-12-2013 9:59;User error;Y;181;
SAN000182;storage;SAN;WBS000128;SD0055226;Closed;4;4;4;incident;KM0002125;4-12-2013 9:57;4-12-2013 9:58;Other;Y;71;
DTA000616;application;Desktop Application;WBS000092;SD0055227;Closed;4;4;4;incident;KM0000988;4-12-2013 9:58;4-12-2013 10:02;Other;Y;225;
WBA000144;application;Web Based Application;WBS000318;SD0055228;Closed;5;5;5;incident;KM0000836;4-12-2013 9:59;4-12-2013 10:08;Other;Y;534;
SBA000427;application;Server Based Application;WBS000307;SD0055229;Closed;4;4;4;incident;KM0001321;4-12-2013 10:00;4-12-2013 10:06;Operator error;Y;413;
DTA000057;application;Desktop Application;WBS000094;SD0055230;Closed;5;5;5;request for information;KM0001242;4-12-2013 10:04;4-12-2013 10:05;No error - works as designed;Y;62;
LAP000012;computer;Laptop;WBS000091;SD0055231;Closed;5;5;5;request for information;KM0001444;4-12-2013 10:05;4-12-2013 10:06;Inquiry;N;895;IM0017130
SBA000462;application;Server Based Application;WBS000073;SD0055232;Closed;4;4;4;incident;KM0001363;4-12-2013 10:06;12-12-2013 7:12;Unknown;N;640;IM0018938
CBA000014;application;Client Based Application;WBS000073;SD0055233;Closed;4;4;4;incident;KM0001346;4-12-2013 10:07;4-12-2013 10:26;Other;Y;1144;
SBA000462;application;Server Based Application;WBS000073;SD0055234;Closed;4;4;4;incident;KM0001786;4-12-2013 10:07;4-12-2013 10:10;Referred;Y;163;
WBA000128;application;Web Based Application;WBS000002;SD0055235;Closed;4;4;4;incident;KM0000687;4-12-2013 10:10;4-12-2013 10:19;Other;Y;549;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055236;Closed;4;4;4;incident;KM0000738;4-12-2013 10:10;4-12-2013 10:14;Other;Y;497;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055237;Closed;4;4;4;incident;KM0001179;4-12-2013 10:11;4-12-2013 10:49;Other;N;431;IM0018939
DTA000057;application;Desktop Application;WBS000094;SD0055238;Closed;5;5;5;incident;KM0001192;4-12-2013 10:11;4-12-2013 10:21;Software;Y;558;
SBA000729;application;Server Based Application;WBS000101;SD0055239;Closed;4;4;4;incident;KM0000866;4-12-2013 10:12;4-12-2013 10:21;Software;Y;547;
SUB000113;subapplication;Server Based Application;WBS000095;SD0055240;Closed;5;5;5;request for information;KM0000226;4-12-2013 10:12;4-12-2013 10:17;Software;Y;277;
WBA000133;application;Web Based Application;WBS000073;SD0055241;Closed;4;5;4;incident;KM0000711;4-12-2013 10:15;4-12-2013 10:20;Other;Y;607;
SUB000521;subapplication;Web Based Application;WBS000073;SD0055242;Closed;4;4;4;incident;KM0001588;4-12-2013 10:18;4-12-2013 12:24;Data;N;481;IM0018941
DTA000027;application;Desktop Application;WBS000217;SD0055243;Closed;3;3;3;incident;KM0001145;4-12-2013 10:20;12-12-2013 8:24;Software;N;314;IM0018940
SUB000456;subapplication;Web Based Application;WBS000073;SD0055244;Closed;4;4;4;incident;KM0000767;4-12-2013 10:20;4-12-2013 10:28;Other;Y;514;
SBA000088;application;Server Based Application;WBS000017;SD0055245;Closed;4;4;4;incident;KM0000096;4-12-2013 10:20;4-12-2013 10:30;Other;Y;587;
DTA000616;application;Desktop Application;WBS000092;SD0055246;Closed;5;5;5;request for information;KM0000507;4-12-2013 10:20;4-12-2013 10:24;Other;Y;220;
DSK000006;computer;Desktop;WBS000091;SD0055247;Closed;5;5;5;incident;KM0001446;4-12-2013 10:23;13-12-2013 16:38;Other;N;935;IM0019057
SBA000263;application;Server Based Application;WBS000072;SD0055248;Closed;5;5;5;request for information;KM0000259;4-12-2013 10:23;4-12-2013 10:25;Other;Y;106;
SBA000071;application;Server Based Application;WBS000015;SD0055249;Closed;4;4;4;incident;KM0001524;4-12-2013 10:26;4-12-2013 10:34;Software;Y;486;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055250;Closed;4;4;4;incident;KM0001179;4-12-2013 10:26;4-12-2013 10:50;Other;N;247;IM0018942
WBA000133;application;Web Based Application;WBS000073;SD0055251;Closed;4;5;4;incident;KM0000711;4-12-2013 10:26;4-12-2013 10:53;Other;Y;1613;
DTA000057;application;Desktop Application;WBS000094;SD0055252;Closed;5;5;5;incident;KM0000536;4-12-2013 10:28;4-12-2013 10:32;User manual not used;Y;237;
SAN000182;storage;SAN;WBS000128;SD0055253;Closed;4;4;4;incident;KM0002126;4-12-2013 10:28;4-12-2013 10:35;Other;Y;426;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055254;Closed;4;4;4;incident;KM0002041;4-12-2013 10:29;4-12-2013 10:46;Other;N;245;IM0018943
COM000003;computer;Omgeving;WBS000098;SD0055255;Closed;5;5;5;request for information;KM0001385;4-12-2013 10:35;4-12-2013 10:43;User manual not used;Y;449;
DTA000057;application;Desktop Application;WBS000094;SD0055256;Closed;5;5;5;request for information;KM0000535;4-12-2013 10:36;4-12-2013 10:44;Other;Y;438;
SBA000189;application;Server Based Application;WBS000139;SD0055257;Closed;5;3;4;incident;KM0002151;4-12-2013 10:38;4-12-2013 10:50;Software;Y;719;
SBA000439;application;Server Based Application;WBS000219;SD0055258;Closed;5;5;5;request for information;KM0002080;4-12-2013 10:39;4-12-2013 10:48;User error;Y;542;
DTA000057;application;Desktop Application;WBS000094;SD0055259;Closed;5;5;5;request for information;KM0001809;4-12-2013 10:41;4-12-2013 10:50;Operator error;Y;501;
EXC000004;application;Exchange;WBS000094;SD0055260;Closed;5;5;5;request for information;KM0001237;4-12-2013 10:44;4-12-2013 10:52;User manual not used;Y;456;
WBA000058;application;Web Based Application;WBS000073;SD0055261;Closed;4;4;4;incident;KM0001962;4-12-2013 10:44;4-12-2013 10:45;Software;Y;51;
SAN000182;storage;SAN;WBS000128;SD0055262;Closed;4;4;4;incident;KM0002126;4-12-2013 10:48;4-12-2013 10:53;Other;Y;273;
DTA000057;application;Desktop Application;WBS000094;SD0055263;Closed;5;5;5;incident;KM0001011;4-12-2013 10:48;4-12-2013 10:51;Software;Y;174;
WBA000124;application;Web Based Application;WBS000088;SD0055264;Closed;5;5;5;request for information;KM0000334;4-12-2013 10:49;4-12-2013 10:51;Software;Y;91;
CBD000233;computer;Banking Device;WBS000147;SD0055265;Closed;5;5;5;request for information;KM0000419;4-12-2013 10:50;4-12-2013 10:53;Software;Y;198;
SAN000182;storage;SAN;WBS000128;SD0055266;Closed;4;4;4;incident;KM0002125;4-12-2013 10:50;4-12-2013 10:53;Other;Y;216;
SBA000462;application;Server Based Application;WBS000073;SD0055267;Closed;4;4;4;request for information;KM0001363;4-12-2013 10:53;4-12-2013 10:54;Inquiry;N;775;IM0018672
SUB000533;subapplication;Web Based Application;WBS000073;SD0055268;Closed;4;4;4;incident;KM0001892;4-12-2013 10:53;12-12-2013 16:02;Operator error;N;1014;IM0019058
SBA000624;application;Server Based Application;WBS000256;SD0055269;Closed;4;4;4;incident;KM0001212;4-12-2013 10:58;4-12-2013 11:01;Software;Y;175;
SBA000284;application;Server Based Application;WBS000077;SD0055270;Closed;3;3;3;incident;KM0000232;4-12-2013 10:59;4-12-2013 11:06;Referred;Y;413;
SBA000834;application;Server Based Application;WBS000223;SD0055271;Closed;4;4;4;incident;KM0001308;4-12-2013 11:01;4-12-2013 11:06;Other;Y;300;
DTA000029;application;Desktop Application;WBS000133;SD0055272;Closed;3;3;3;incident;KM0000445;4-12-2013 10:19;4-12-2013 12:46;Data;N;325;IM0019009
WBA000103;application;Web Based Application;WBS000073;SD0055273;Closed;4;4;4;incident;KM0001046;4-12-2013 10:21;4-12-2013 10:26;Software;Y;301;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055274;Closed;4;4;4;incident;KM0000750;4-12-2013 10:22;4-12-2013 10:27;Software;Y;326;
SBA000462;application;Server Based Application;WBS000073;SD0055275;Closed;4;4;4;incident;KM0001865;4-12-2013 10:24;4-12-2013 10:33;Other;Y;574;
SBA000659;application;Server Based Application;WBS000128;SD0055276;Closed;5;5;5;incident;KM0001535;4-12-2013 10:25;4-12-2013 10:28;Other;Y;215;
SBA000659;application;Server Based Application;WBS000128;SD0055277;Closed;5;5;5;request for information;KM0000619;4-12-2013 10:28;4-12-2013 10:44;Other;Y;915;
LAP000002;computer;Laptop;WBS000091;SD0055278;Closed;4;4;4;incident;KM0002031;4-12-2013 10:31;4-12-2013 10:38;Other;Y;874;
SBA000590;application;Server Based Application;WBS000149;SD0055279;Closed;5;5;5;request for information;KM0000569;4-12-2013 10:31;4-12-2013 10:33;Software;Y;113;
SUB000465;subapplication;Web Based Application;WBS000073;SD0055280;Closed;4;4;4;incident;KM0000778;4-12-2013 10:32;11-12-2013 12:51;No error - works as designed;N;367;IM0018281
SBA000295;application;Server Based Application;WBS000268;SD0055281;Closed;5;5;5;incident;KM0000368;4-12-2013 10:33;4-12-2013 10:46;Software;Y;769;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055282;Closed;4;4;4;incident;KM0000767;4-12-2013 10:34;16-1-2014 14:46;No error - works as designed;N;517;IM0019011
SAN000182;storage;SAN;WBS000128;SD0055283;Closed;4;4;4;incident;KM0002126;4-12-2013 10:39;4-12-2013 10:40;Other;Y;99;
SAP000004;application;SAP;WBS000271;SD0055284;Closed;5;5;5;request for information;KM0001270;4-12-2013 10:39;4-12-2013 10:43;Other;N;52;IM0019010
SBA000189;application;Server Based Application;WBS000139;SD0055285;Closed;5;3;4;incident;KM0002151;4-12-2013 10:40;4-12-2013 10:40;Software;Y;48;
SSW000068;software;System Software;WBS000134;SD0055286;Closed;5;5;5;incident;KM0002048;4-12-2013 10:40;4-12-2013 10:45;Software;Y;318;
OVR000025;no type;no subtype;WBS000118;SD0055287;Closed;4;4;4;incident;KM0001146;4-12-2013 10:40;4-12-2013 10:49;Software;Y;510;
SBA000630;application;Server Based Application;WBS000070;SD0055288;Closed;3;3;3;incident;KM0000606;4-12-2013 10:42;4-12-2013 10:42;Other;Y;38;
SBA000626;application;Server Based Application;WBS000255;SD0055289;Closed;4;4;4;incident;KM0000588;4-12-2013 10:42;4-12-2013 10:57;User manual not used;Y;913;
SBA000630;application;Server Based Application;WBS000070;SD0055290;Closed;3;3;3;incident;KM0000606;4-12-2013 10:42;4-12-2013 10:46;Other;Y;222;
DTA000615;application;Desktop Application;WBS000102;SD0055291;Closed;4;3;3;incident;KM0001354;4-12-2013 10:43;4-12-2013 11:48;Operator error;N;223;IM0019013
SBA000263;application;Server Based Application;WBS000072;SD0055292;Closed;5;5;5;request for information;KM0001116;4-12-2013 10:44;9-12-2013 13:02;Other;N;46;IM0019012
SBA000439;application;Server Based Application;WBS000219;SD0055293;Closed;5;5;5;request for information;KM0001851;4-12-2013 10:46;4-12-2013 10:50;Questions;Y;197;
SBA000263;application;Server Based Application;WBS000072;SD0055294;Closed;5;5;5;request for information;KM0001112;4-12-2013 10:46;4-12-2013 10:49;Other;N;52;IM0019014
SBA000698;application;Server Based Application;WBS000090;SD0055295;Closed;4;4;4;incident;KM0000670;4-12-2013 10:46;4-12-2013 15:14;Software;N;2397;IM0019019
SAN000182;storage;SAN;WBS000128;SD0055296;Closed;4;4;4;incident;KM0002126;4-12-2013 10:47;4-12-2013 10:48;Other;Y;53;
SBA000427;application;Server Based Application;WBS000307;SD0055297;Closed;4;4;4;incident;KM0001859;4-12-2013 10:47;4-12-2013 10:52;User error;Y;278;
LAP000002;computer;Laptop;WBS000091;SD0055298;Closed;4;3;3;incident;KM0001955;4-12-2013 10:50;4-12-2013 10:53;Unknown;Y;148;
SBA000010;application;Server Based Application;WBS000186;SD0055299;Closed;4;4;4;incident;KM0000508;4-12-2013 10:51;4-12-2013 11:03;Other;Y;726;
SBA000659;application;Server Based Application;WBS000128;SD0055300;Closed;5;5;5;request for information;KM0000619;4-12-2013 10:52;4-12-2013 10:58;Other;Y;327;
SBA000659;application;Server Based Application;WBS000128;SD0055301;Closed;5;5;5;request for information;KM0001935;4-12-2013 10:53;4-12-2013 10:55;Questions;Y;143;
CBD001113;computer;Banking Device;WBS000016;SD0055302;Closed;5;5;5;request for information;KM0000419;4-12-2013 10:55;4-12-2013 11:03;Other;Y;493;
DTA000616;application;Desktop Application;WBS000092;SD0055303;Closed;4;4;4;incident;KM0000506;4-12-2013 10:58;4-12-2013 11:11;Software;Y;799;
SBA000659;application;Server Based Application;WBS000128;SD0055304;Closed;5;5;5;request for information;KM0001935;4-12-2013 10:58;4-12-2013 11:22;Questions;Y;1410;
CBD000796;computer;Banking Device;WBS000146;SD0055305;Closed;5;5;5;request for information;KM0000419;4-12-2013 10:59;4-12-2013 11:02;Other;Y;134;
SBA000747;application;Server Based Application;WBS000326;SD0055306;Closed;3;3;3;incident;KM0001490;4-12-2013 11:01;4-12-2013 11:24;Referred;Y;1370;
SBA000439;application;Server Based Application;WBS000219;SD0055307;Closed;5;5;5;request for information;KM0001860;4-12-2013 11:01;4-12-2013 11:06;Software;Y;302;
SAP000005;application;SAP;WBS000271;SD0055308;Closed;5;5;5;request for information;KM0001572;4-12-2013 11:05;5-12-2013 16:20;Other;N;53;IM0019015
WBA000133;application;Web Based Application;WBS000073;SD0055309;Closed;4;4;4;incident;KM0001691;4-12-2013 11:07;4-12-2013 11:20;Other;Y;1555;
DTA000616;application;Desktop Application;WBS000092;SD0055310;Closed;4;4;4;incident;KM0000506;4-12-2013 11:09;4-12-2013 11:16;User error;Y;451;
SAN000182;storage;SAN;WBS000128;SD0055311;Closed;4;4;4;incident;KM0002125;4-12-2013 11:10;4-12-2013 11:11;Other;Y;56;
SBA000747;application;Server Based Application;WBS000326;SD0055312;Closed;3;3;3;incident;KM0001699;4-12-2013 11:10;4-12-2013 11:35;Other;Y;1506;
SUB000403;subapplication;Server Based Application;WBS000096;SD0055313;Closed;4;4;4;incident;KM0000961;4-12-2013 11:11;4-12-2013 11:13;Software;Y;139;
SBA000659;application;Server Based Application;WBS000128;SD0055314;Closed;5;5;5;request for information;KM0000621;4-12-2013 11:13;4-12-2013 11:23;Other;Y;631;
LAP000103;computer;Laptop;WBS000091;SD0055315;Closed;5;5;5;incident;KM0001447;4-12-2013 11:13;11-12-2013 9:04;Hardware;N;737;IM0019018
SBA000686;application;Server Based Application;WBS000239;SD0055316;Closed;5;5;5;request for information;KM0000651;4-12-2013 11:14;13-12-2013 9:04;Other;N;429;IM0019017
WBA000094;application;Web Based Application;WBS000073;SD0055317;Closed;4;4;4;incident;KM0001678;4-12-2013 11:15;6-12-2013 16:59;User error;N;322;IM0019016
SBA000295;application;Server Based Application;WBS000268;SD0055318;Closed;4;4;4;incident;KM0000368;4-12-2013 11:15;4-12-2013 11:17;User error;Y;122;
SBA000122;application;Server Based Application;WBS000018;SD0055319;Closed;4;4;4;incident;KM0002047;4-12-2013 11:22;4-12-2013 11:28;Unknown;Y;388;
DTA000616;application;Desktop Application;WBS000092;SD0055320;Closed;4;4;4;incident;KM0001430;4-12-2013 11:24;4-12-2013 11:36;Software;Y;748;
SUB000424;subapplication;Web Based Application;WBS000073;SD0055321;Closed;4;4;4;incident;KM0000702;4-12-2013 11:24;4-12-2013 11:50;Other;Y;1517;
SBA000659;application;Server Based Application;WBS000128;SD0055322;Closed;5;5;5;request for information;KM0000619;4-12-2013 11:25;4-12-2013 11:34;User error;Y;527;
SBA000659;application;Server Based Application;WBS000128;SD0055323;Closed;5;5;5;request for information;KM0001935;4-12-2013 11:29;4-12-2013 11:33;Questions;Y;206;
SAN000182;storage;SAN;WBS000128;SD0055324;Closed;4;4;4;incident;KM0002125;4-12-2013 11:30;4-12-2013 11:31;Other;Y;73;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055325;Closed;4;4;4;incident;KM0001712;4-12-2013 11:30;4-12-2013 13:07;User error;N;333;IM0019020
SBA000427;application;Server Based Application;WBS000307;SD0055326;Closed;3;3;3;incident;KM0001350;4-12-2013 11:32;5-12-2013 15:01;User error;N;323;IM0019021
SBA000462;application;Server Based Application;WBS000073;SD0055327;Closed;4;4;4;incident;KM0001363;4-12-2013 11:32;9-12-2013 11:26;User error;N;548;IM0019023
SBA000607;application;Server Based Application;WBS000263;SD0055328;Closed;4;4;4;incident;KM0001106;4-12-2013 11:33;5-12-2013 14:56;Operator error;N;381;IM0019022
SUB000538;subapplication;Web Based Application;WBS000073;SD0055329;Closed;4;4;4;incident;KM0001961;4-12-2013 11:33;4-12-2013 11:37;Software;Y;201;
SAN000182;storage;SAN;WBS000128;SD0055330;Closed;5;5;5;request for information;KM0000423;4-12-2013 11:33;4-12-2013 11:34;Other;Y;56;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055331;Closed;4;4;4;incident;KM0000746;4-12-2013 11:38;4-12-2013 12:07;Software;N;285;IM0019024
DTA000057;application;Desktop Application;WBS000094;SD0055332;Closed;5;5;5;incident;KM0000537;4-12-2013 11:38;4-12-2013 11:59;Other;Y;1224;
SAN000182;storage;SAN;WBS000128;SD0055333;Closed;4;4;4;incident;KM0002126;4-12-2013 11:40;4-12-2013 11:50;Other;Y;581;
SBA000071;application;Server Based Application;WBS000015;SD0055334;Closed;4;4;4;incident;KM0001524;4-12-2013 11:43;4-12-2013 11:46;Software;Y;224;
CBD000611;computer;Banking Device;WBS000146;SD0055335;Closed;2;2;2;incident;KM0000274;4-12-2013 11:43;4-12-2013 15:06;;N;148;IM0019025
DTA000016;application;Desktop Application;WBS000096;SD0055336;Closed;4;4;4;incident;KM0001026;4-12-2013 11:45;6-12-2013 10:53;Software;N;1048;IM0019096
SBA000659;application;Server Based Application;WBS000128;SD0055337;Closed;5;5;5;request for information;KM0001935;4-12-2013 11:45;4-12-2013 11:49;Questions;Y;242;
CBD000723;computer;Banking Device;WBS000146;SD0055338;Closed;3;3;3;incident;KM0000274;4-12-2013 11:46;6-12-2013 15:40;;N;173;IM0019026
DTA000057;application;Desktop Application;WBS000094;SD0055339;Closed;5;5;5;incident;KM0000536;4-12-2013 11:50;4-12-2013 11:59;User manual not used;Y;525;
WBA000018;application;Web Based Application;WBS000073;SD0055340;Closed;5;5;5;incident;KM0001927;4-12-2013 11:51;4-12-2013 11:58;No error - works as designed;Y;424;
SBA000017;application;Server Based Application;WBS000099;SD0055341;Closed;3;3;3;incident;KM0000480;4-12-2013 11:53;4-12-2013 13:43;Other;N;261;IM0019095
DTA000057;application;Desktop Application;WBS000094;SD0055342;Closed;5;5;5;request for information;KM0001810;4-12-2013 11:59;4-12-2013 12:01;Questions;Y;105;
SUB000534;subapplication;Web Based Application;WBS000073;SD0055343;Closed;4;4;4;incident;KM0000736;4-12-2013 12:03;4-12-2013 12:12;Other;Y;540;
SBA000659;application;Server Based Application;WBS000128;SD0055344;Closed;5;5;5;request for information;KM0000619;4-12-2013 12:04;4-12-2013 12:13;Other;Y;541;
SAN000182;storage;SAN;WBS000128;SD0055345;Closed;4;4;4;incident;KM0002125;4-12-2013 12:04;4-12-2013 12:08;Other;Y;279;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055346;Closed;4;4;4;incident;KM0000764;4-12-2013 12:04;4-12-2013 12:07;Software;Y;184;
COM000003;computer;Omgeving;WBS000098;SD0055347;Closed;5;5;5;request for information;KM0001385;4-12-2013 12:05;4-12-2013 12:22;User manual not used;Y;1030;
SAP000005;application;SAP;WBS000271;SD0055348;Closed;5;5;5;request for information;KM0001571;4-12-2013 12:05;4-12-2013 12:47;Other;N;58;IM0019097
SBA000172;application;Server Based Application;WBS000014;SD0055349;Closed;4;4;4;incident;KM0000426;4-12-2013 12:08;12-12-2013 7:39;Software;N;3863;IM0019103
SAP000004;application;SAP;WBS000271;SD0055350;Closed;5;5;5;request for information;KM0001267;4-12-2013 12:11;5-12-2013 11:32;Other;N;182;IM0017516
SUB000456;subapplication;Web Based Application;WBS000073;SD0055351;Closed;4;4;4;incident;KM0000750;4-12-2013 12:12;4-12-2013 12:28;Other;Y;970;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055352;Closed;4;4;4;incident;KM0002041;4-12-2013 12:15;4-12-2013 13:50;Software;N;915;IM0019098
SUB000456;subapplication;Web Based Application;WBS000073;SD0055353;Closed;4;4;4;incident;KM0001013;4-12-2013 12:26;5-12-2013 8:02;Software;N;1266;IM0019099
WBA000133;application;Web Based Application;WBS000073;SD0055354;Closed;5;5;5;incident;KM0000850;4-12-2013 12:30;4-12-2013 12:37;Other;Y;437;
SBA000729;application;Server Based Application;WBS000101;SD0055355;Closed;4;4;4;incident;KM0001352;4-12-2013 12:31;4-12-2013 12:36;User error;Y;331;
SBA000659;application;Server Based Application;WBS000128;SD0055356;Closed;5;5;5;request for information;KM0001935;4-12-2013 12:36;4-12-2013 12:41;Questions;Y;272;
SBA000287;application;Server Based Application;WBS000042;SD0055357;Closed;5;5;5;incident;KM0000227;4-12-2013 12:39;4-12-2013 12:46;Software;Y;427;
WBA000011;application;Web Based Application;WBS000152;SD0055358;Closed;5;5;5;incident;KM0000081;4-12-2013 12:39;4-12-2013 13:58;Software;N;791;IM0019100
CBD000745;computer;Banking Device;WBS000146;SD0055359;Closed;3;3;3;incident;KM0000274;4-12-2013 10:46;10-12-2013 14:25;Hardware;N;302;IM0019035
LAP000009;computer;Laptop;WBS000091;SD0055360;Closed;5;5;5;incident;KM0001447;4-12-2013 10:47;6-12-2013 8:35;Hardware;N;476;IM0019036
SUB000456;subapplication;Web Based Application;WBS000073;SD0055361;Closed;4;4;4;incident;KM0001712;4-12-2013 10:51;4-12-2013 10:54;Software;Y;164;
WBA000133;application;Web Based Application;WBS000073;SD0055362;Closed;4;4;4;request for information;KM0000792;4-12-2013 10:52;6-12-2013 11:57;User manual not used;N;1095;IM0019038
DTA000036;application;Desktop Application;WBS000093;SD0055363;Closed;4;4;4;incident;KM0001899;4-12-2013 10:52;4-12-2013 11:11;Software;Y;1145;
SAN000182;storage;SAN;WBS000128;SD0055364;Closed;5;5;5;request for information;KM0000878;4-12-2013 10:53;4-12-2013 10:57;Software;Y;211;
SBA000263;application;Server Based Application;WBS000072;SD0055365;Closed;5;5;5;request for information;KM0001116;4-12-2013 10:54;4-12-2013 16:12;Other;N;55;IM0015630
SAN000182;storage;SAN;WBS000128;SD0055366;Closed;4;4;4;incident;KM0002125;4-12-2013 10:58;4-12-2013 11:02;Other;Y;267;
SAP000004;application;SAP;WBS000271;SD0055367;Closed;5;5;5;request for information;KM0001264;4-12-2013 10:58;14-1-2014 11:08;Other;N;88;IM0019037
SBA000054;application;Server Based Application;WBS000013;SD0055368;Closed;3;3;3;incident;KM0000052;4-12-2013 11:00;4-12-2013 12:42;Software;N;908;IM0019041
WBA000077;application;Web Based Application;WBS000153;SD0055369;Closed;5;5;5;request for information;KM0000415;4-12-2013 11:00;4-12-2013 11:09;Other;Y;1025;
SBA000607;application;Server Based Application;WBS000263;SD0055370;Closed;5;5;5;incident;KM0001105;4-12-2013 11:01;12-12-2013 9:34;Other;N;809;IM0019040
SUB000456;subapplication;Web Based Application;WBS000073;SD0055371;Closed;4;4;4;incident;KM0000753;4-12-2013 11:02;4-12-2013 11:12;Software;Y;550;
SBA000263;application;Server Based Application;WBS000072;SD0055372;Closed;5;5;5;request for information;KM0001103;4-12-2013 11:11;9-12-2013 10:58;Other;N;145;IM0019039
SBA000590;application;Server Based Application;WBS000149;SD0055373;Closed;5;5;5;request for information;KM0000569;4-12-2013 11:14;6-12-2013 12:25;Questions;N;273;IM0019042
