Incident ID;DateStamp;IncidentActivity_Number;IncidentActivity_Type;Assignment Group;KM number;Interaction ID
IM0016163;22-11-2013 17:17:23;001A5998735;Open;TEAM0008;KM0000825;SD0046430
IM0016163;26-11-2013 15:30:04;001A6025240;Update from customer;TEAM0002;KM0000825;SD0046430
IM0016163;26-11-2013 15:30:04;001A6025239;Reassignment;TEAM0002;KM0000825;SD0046430
IM0016163;25-11-2013 15:38:21;001A6015084;Operator Update;TEAM0007;KM0000825;SD0046430
IM0016163;25-11-2013 15:16:04;001A6013109;Status Change;TEAM0003;KM0000825;SD0046430
IM0016163;25-11-2013 14:25:16;001A6012368;Status Change;TEAM0023;KM0000825;SD0046430
IM0016163;25-11-2013 14:49:13;001A6014903;Quality Indicator Fixed;TEAM0023;KM0000825;SD0046430
IM0016163;25-11-2013 14:49:13;001A6014899;Reassignment;TEAM0023;KM0000825;SD0046430
IM0016163;25-11-2013 14:49:13;001A6014900;Assignment;TEAM0023;KM0000825;SD0046430
IM0016163;25-11-2013 14:49:13;001A6014901;Status Change;TEAM0023;KM0000825;SD0046430
IM0016163;25-11-2013 15:16:04;001A6013110;Communication with customer;TEAM0003;KM0000825;SD0046430
IM0016163;25-11-2013 14:49:13;001A6014902;Operator Update;TEAM0023;KM0000825;SD0046430
IM0016163;25-11-2013 14:25:16;001A6012367;Assignment;TEAM0023;KM0000825;SD0046430
IM0016163;25-11-2013 15:16:04;001A6013108;Reassignment;TEAM0003;KM0000825;SD0046430
IM0016163;27-11-2013 08:25:19;001A6030530;Operator Update;TEAM0023;KM0000825;SD0046430
IM0016163;27-11-2013 08:25:19;001A6030529;Status Change;TEAM0023;KM0000825;SD0046430
IM0016163;27-11-2013 08:25:18;001A6030528;Reassignment;TEAM0023;KM0000825;SD0046430
IM0016163;27-11-2013 09:00:15;001A6029132;Assignment;TEAM0007;KM0000825;SD0046430
IM0016164;28-11-2013 14:26:47;001A6048889;Operator Update;TEAM0008;KM0001306;SD0046432
IM0016164;27-11-2013 14:19:29;001A6035363;Reassignment;TEAM0008;KM0001306;SD0046432
IM0016164;27-11-2013 14:19:29;001A6035364;Assignment;TEAM0008;KM0001306;SD0046432
IM0016164;27-11-2013 14:19:29;001A6035366;Operator Update;TEAM0008;KM0001306;SD0046432
IM0016164;27-11-2013 14:19:29;001A6035365;Status Change;TEAM0008;KM0001306;SD0046432
IM0016164;25-11-2013 10:16:19;001A6009022;Operator Update;TEAM0008;KM0001306;SD0046432
IM0016164;25-11-2013 10:16:19;001A6009021;Reassignment;TEAM0008;KM0001306;SD0046432
IM0016164;29-11-2013 12:10:42;001A6054019;Status Change;TEAM0008;KM0001306;SD0046432
IM0016164;29-11-2013 11:33:34;001A6053931;Assignment;TEAM0008;KM0001306;SD0046432
IM0016164;29-11-2013 11:33:34;001A6053932;Status Change;TEAM0008;KM0001306;SD0046432
IM0016164;28-11-2013 15:59:11;001A6051310;Operator Update;TEAM0008;KM0001306;SD0046432
IM0016164;29-11-2013 12:10:42;001A6054018;Reassignment;TEAM0008;KM0001306;SD0046432
IM0016164;22-11-2013 17:35:23;001A5998747;Open;TEAM0008;KM0001306;SD0046432
IM0016164;22-11-2013 17:35:48;001A5998749;Status Change;TEAM0008;KM0001306;SD0046432
IM0016164;22-11-2013 17:35:48;001A5998748;Assignment;TEAM0008;KM0001306;SD0046432
IM0016164;29-11-2013 12:10:42;001A6054020;Communication with customer;TEAM0008;KM0001306;SD0046432
IM0016164;03-12-2013 09:02:21;001A6075318;Closed;TEAM0008;KM0001306;SD0046432
IM0016164;03-12-2013 09:02:21;001A6075319;Caused By CI;TEAM0008;KM0001306;SD0046432
IM0016165;25-11-2013 10:06:32;001A6008967;Assignment;TEAM0063;KM0000839;SD0046434
IM0016165;25-11-2013 10:17:10;001A6009030;Closed;TEAM0063;KM0000839;SD0046434
IM0016165;25-11-2013 10:17:10;001A6009032;Quality Indicator Fixed;TEAM0063;KM0000839;SD0046434
IM0016165;25-11-2013 10:17:10;001A6009031;Caused By CI;TEAM0063;KM0000839;SD0046434
IM0016165;22-11-2013 18:23:55;001A5998759;Open;TEAM0008;KM0000839;SD0046434
IM0016166;25-11-2013 07:30:11;001A6008503;Reassignment;TEAM0025;KM0000656;SD0046435
IM0016166;25-11-2013 07:30:11;001A6008504;Operator Update;TEAM0025;KM0000656;SD0046435
IM0016166;25-11-2013 08:12:33;001A6007561;Closed;TEAM9999;KM0000656;SD0046435
IM0016166;25-11-2013 08:13:43;001A6006387;Caused By CI;TEAM0037;KM0000656;SD0046435
IM0016166;25-11-2013 08:13:43;001A6006386;Closed;TEAM0037;KM0000656;SD0046435
IM0016166;22-11-2013 18:44:16;001A5998760;Open;TEAM0037;KM0000656;SD0046435
IM0016167;27-11-2013 17:38:58;001A6039309;Closed;TEAM0132;KM0000588;SD0046096
IM0016167;27-11-2013 17:38:58;001A6039310;Caused By CI;TEAM0132;KM0000588;SD0046096
IM0016167;27-11-2013 17:35:12;001A6039307;Operator Update;TEAM0132;KM0000588;SD0046096
IM0016167;25-11-2013 09:50:07;001A6008930;Operator Update;TEAM0132;KM0000588;SD0046096
IM0016167;25-11-2013 09:50:07;001A6008929;Status Change;TEAM0132;KM0000588;SD0046096
IM0016167;25-11-2013 08:21:27;001A6005786;Assignment;TEAM0132;KM0000588;SD0046096
IM0016167;26-11-2013 10:22:43;001A6018026;Operator Update;TEAM0132;KM0000588;SD0046096
IM0016167;22-11-2013 14:35:47;001A5997268;Open;TEAM0085;KM0000588;SD0046096
IM0016167;25-11-2013 16:30:20;001A6016159;Assignment;TEAM0132;KM0000588;SD0046096
IM0016168;22-11-2013 16:55:04;001A5998711;Caused By CI;TEAM0063;KM0000844;SD0046090
IM0016168;22-11-2013 16:55:04;001A5998712;Quality Indicator Fixed;TEAM0063;KM0000844;SD0046090
IM0016168;22-11-2013 16:55:04;001A5998710;Closed;TEAM0063;KM0000844;SD0046090
IM0016168;22-11-2013 14:38:40;001A5999674;Open;TEAM0008;KM0000844;SD0046090
IM0016169;29-11-2013 10:41:37;001A6056735;Assignment;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 13:12:52;001A6057791;Assignment;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 13:12:52;001A6057793;Operator Update;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 14:54:23;001A6058033;Operator Update;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 13:41:38;001A6058637;Operator Update;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 13:20:35;001A6058560;Assignment;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 14:54:23;001A6058032;Reassignment;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 15:21:17;001A6062102;Assignment;TEAM0057;KM0000979;SD0046097
IM0016169;02-12-2013 15:54:02;001A6069263;Quality Indicator Set;TEAM0031;KM0000979;SD0046097
IM0016169;02-12-2013 15:54:13;001A6069265;Closed;TEAM0031;KM0000979;SD0046097
IM0016169;02-12-2013 15:54:13;001A6069266;Quality Indicator Fixed;TEAM0031;KM0000979;SD0046097
IM0016169;02-12-2013 15:49:58;001A6069243;Assignment;TEAM0031;KM0000979;SD0046097
IM0016169;02-12-2013 15:54:02;001A6069262;Mail to Customer;TEAM0031;KM0000979;SD0046097
IM0016169;02-12-2013 15:49:58;001A6069244;Status Change;TEAM0031;KM0000979;SD0046097
IM0016169;29-11-2013 10:26:16;001A6054649;Reopen;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 10:26:16;001A6054648;Assignment;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 10:26:16;001A6054650;Update;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 10:41:37;001A6056737;Operator Update;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 10:41:37;001A6056736;Status Change;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 15:21:17;001A6062103;Status Change;TEAM0057;KM0000979;SD0046097
IM0016169;22-11-2013 15:02:29;001A5998466;Assignment;TEAM0057;KM0000979;SD0046097
IM0016169;22-11-2013 15:02:29;001A5998467;Status Change;TEAM0057;KM0000979;SD0046097
IM0016169;22-11-2013 15:02:29;001A5998468;Operator Update;TEAM0057;KM0000979;SD0046097
IM0016169;26-11-2013 13:15:10;001A6024885;Closed;TEAM0057;KM0000979;SD0046097
IM0016169;26-11-2013 13:15:10;001A6024886;Caused By CI;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 13:12:52;001A6057792;Status Change;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 13:41:38;001A6058636;Assignment;TEAM0008;KM0000979;SD0046097
IM0016169;29-11-2013 13:12:52;001A6057790;Reassignment;TEAM0057;KM0000979;SD0046097
IM0016169;29-11-2013 15:21:17;001A6062104;Operator Update;TEAM0057;KM0000979;SD0046097
IM0016169;02-12-2013 13:51:17;001A6071688;Operator Update;TEAM0057;KM0000979;SD0046097
IM0016169;02-12-2013 13:51:17;001A6071685;Reassignment;TEAM0057;KM0000979;SD0046097
IM0016169;02-12-2013 13:51:17;001A6071686;Assignment;TEAM0057;KM0000979;SD0046097
IM0016169;02-12-2013 13:51:17;001A6071687;Status Change;TEAM0057;KM0000979;SD0046097
IM0016169;22-11-2013 14:46:55;001A5999687;Open;TEAM9999;KM0000979;SD0046097
IM0016170;28-11-2013 14:45:10;001A6048955;Closed;TEAM0040;KM0001363;SD0046102
IM0016170;28-11-2013 14:45:10;001A6048956;Caused By CI;TEAM0040;KM0001363;SD0046102
IM0016170;25-11-2013 13:30:04;001A6010839;Update;TEAM0001;KM0001363;SD0046102
IM0016170;25-11-2013 14:36:47;001A6011633;Operator Update;TEAM0040;KM0001363;SD0046102
IM0016170;25-11-2013 13:30:04;001A6010838;Assignment;TEAM0001;KM0001363;SD0046102
IM0016170;25-11-2013 11:53:34;001A6011856;Assignment;TEAM0001;KM0001363;SD0046102
IM0016170;22-11-2013 15:42:51;001A5998596;Reassignment;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:09:09;001A5998494;Assignment;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:09:09;001A5998495;Status Change;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:28:19;001A5998552;Operator Update;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:28:19;001A5998554;Quality Indicator Set;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:42:51;001A5998597;Assignment;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:42:51;001A5998598;Status Change;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:42:51;001A5998599;Operator Update;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:42:51;001A5998600;Quality Indicator Fixed;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:28:19;001A5998553;Description Update;TEAM0023;KM0001363;SD0046102
IM0016170;25-11-2013 13:42:06;001A6014178;Operator Update;TEAM0023;KM0001363;SD0046102
IM0016170;22-11-2013 15:03:49;001A5999736;Open;TEAM0008;KM0001363;SD0046102
IM0016171;28-11-2013 12:26:50;001A6044915;Caused By CI;TEAM0044;KM0001860;SD0046104
IM0016171;28-11-2013 12:10:06;001A6044865;Assignment;TEAM0044;KM0001860;SD0046104
IM0016171;27-11-2013 11:52:20;001A6036608;Closed;TEAM9999;KM0001860;SD0046104
IM0016171;27-11-2013 11:49:44;001A6033742;Communication with customer;TEAM0008;KM0001860;SD0046104
IM0016171;28-11-2013 12:26:50;001A6044914;Closed;TEAM0044;KM0001860;SD0046104
IM0016171;22-11-2013 15:08:07;001A5999742;Open;TEAM0008;KM0001860;SD0046104
IM0016172;22-11-2013 15:16:07;001A5998519;Update;TEAM0017;KM0001132;SD0046113
IM0016172;22-11-2013 15:16:07;001A5998518;Reassignment;TEAM0017;KM0001132;SD0046113
IM0016172;22-11-2013 16:25:43;001A5999934;Reopen;TEAM0016;KM0001132;SD0046113
IM0016172;22-11-2013 15:59:29;001A5999338;Caused By CI;TEAM0068;KM0001132;SD0046113
IM0016172;22-11-2013 16:34:37;001A5999435;Closed;TEAM0068;KM0001132;SD0046113
IM0016172;22-11-2013 16:25:43;001A5999935;Update;TEAM0016;KM0001132;SD0046113
IM0016172;22-11-2013 15:15:02;001A5999760;Open;TEAM0016;KM0001132;SD0046113
IM0016172;22-11-2013 15:59:29;001A5999337;Closed;TEAM0068;KM0001132;SD0046113
IM0016173;25-11-2013 09:21:00;001A6006524;Closed;TEAM0127;KM0000692;SD0046112
IM0016173;22-11-2013 17:11:06;001A6000073;Assignment;TEAM0127;KM0000692;SD0046112
IM0016173;22-11-2013 15:21:39;001A5999778;Open;TEAM0008;KM0000692;SD0046112
IM0016174;22-11-2013 15:30:36;001A5999805;Open;TEAM0085;KM0001979;SD0046115
IM0016174;22-11-2013 17:19:45;001A6000077;Closed;TEAM0127;KM0001979;SD0046115
IM0016174;22-11-2013 17:19:45;001A6000078;Caused By CI;TEAM0127;KM0001979;SD0046115
IM0016175;25-11-2013 11:02:52;001A6010370;Assignment;TEAM0044;KM0001854;SD0046118
IM0016175;25-11-2013 11:06:03;001A6010382;Caused By CI;TEAM0044;KM0001854;SD0046118
IM0016175;25-11-2013 11:02:52;001A6010371;Status Change;TEAM0044;KM0001854;SD0046118
IM0016175;25-11-2013 11:06:03;001A6010381;Closed;TEAM0044;KM0001854;SD0046118
IM0016175;22-11-2013 15:35:18;001A5999832;Open;TEAM0008;KM0001854;SD0046118
IM0016176;25-11-2013 08:31:28;001A6008715;Status Change;TEAM0007;KM0001156;SD0046116
IM0016176;25-11-2013 08:48:47;001A6008784;Closed;TEAM0007;KM0001156;SD0046116
IM0016176;22-11-2013 15:36:37;001A5999845;Open;TEAM0008;KM0001156;SD0046116
IM0016176;22-11-2013 17:25:25;001A5999511;Assignment;TEAM0007;KM0001156;SD0046116
IM0016177;22-11-2013 16:48:10;001A6000034;Closed;TEAM0048;KM0000346;SD0046344
IM0016177;22-11-2013 16:48:10;001A6000035;Caused By CI;TEAM0048;KM0000346;SD0046344
IM0016177;22-11-2013 15:43:16;001A5999856;Open;TEAM0066;KM0000346;SD0046344
IM0016178;22-11-2013 16:02:38;001A5999353;Assignment;TEAM0031;KM0001736;SD0046347
IM0016178;22-11-2013 16:02:38;001A5999354;Status Change;TEAM0031;KM0001736;SD0046347
IM0016178;22-11-2013 16:06:58;001A5999364;Closed;TEAM0031;KM0001736;SD0046347
IM0016178;22-11-2013 16:06:58;001A5999365;Quality Indicator Fixed;TEAM0031;KM0001736;SD0046347
IM0016178;22-11-2013 15:54:06;001A5999869;Open;TEAM0008;KM0001736;SD0046347
IM0016179;27-11-2013 14:52:35;001A6037635;Closed;TEAM0086;KM0001446;SD0046346
IM0016179;25-11-2013 09:31:53;001A6008246;Pending vendor;TEAM0086;KM0001446;SD0046346
IM0016179;25-11-2013 09:31:53;001A6008244;Assignment;TEAM0086;KM0001446;SD0046346
IM0016179;25-11-2013 09:31:53;001A6008245;Status Change;TEAM0086;KM0001446;SD0046346
IM0016179;22-11-2013 15:57:08;001A5999870;Open;TEAM0085;KM0001446;SD0046346
IM0016180;28-11-2013 09:29:19;001A6041583;Caused By CI;TEAM0134;KM0001138;SD0046349
IM0016180;28-11-2013 09:29:19;001A6041582;Closed;TEAM0134;KM0001138;SD0046349
IM0016180;26-11-2013 12:23:09;001A6025396;Assignment;TEAM0134;KM0001138;SD0046349
IM0016180;23-11-2013 23:39:33;001A6000151;Status Change;TEAM0134;KM0001138;SD0046349
IM0016180;22-11-2013 16:05:08;001A5999883;Open;TEAM0066;KM0001138;SD0046349
IM0016180;24-11-2013 03:38:52;001A6000170;Assignment;TEAM0134;KM0001138;SD0046349
IM0016180;22-11-2013 16:39:33;001A5999987;Operator Update;TEAM0066;KM0001138;SD0046349
IM0016180;22-11-2013 16:11:14;001A5999908;Operator Update;TEAM0066;KM0001138;SD0046349
IM0016181;22-11-2013 16:08:09;001A6001547;Assignment;TEAM0105;KM0000480;SD0046352
IM0016181;22-11-2013 16:07:01;001A5999886;Open;TEAM0008;KM0000480;SD0046352
IM0016181;22-11-2013 16:09:40;001A6001558;Closed;TEAM0105;KM0000480;SD0046352
IM0016181;22-11-2013 16:09:36;001A6001557;External update;TEAM0105;KM0000480;SD0046352
IM0016181;22-11-2013 16:08:09;001A6001549;External update;TEAM0105;KM0000480;SD0046352
IM0016181;22-11-2013 16:08:09;001A6001548;Status Change;TEAM0105;KM0000480;SD0046352
IM0016182;27-11-2013 13:29:25;001A6034068;Description Update;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 13:06:14;001A6012077;Reassignment;TEAM0015;KM0001106;SD0046353
IM0016182;25-11-2013 13:06:14;001A6012081;Operator Update;TEAM0015;KM0001106;SD0046353
IM0016182;25-11-2013 13:06:14;001A6012080;Status Change;TEAM0015;KM0001106;SD0046353
IM0016182;25-11-2013 13:06:14;001A6012079;Assignment;TEAM0015;KM0001106;SD0046353
IM0016182;05-12-2013 11:37:25;001A6109093;Closed;TEAM0016;KM0001106;SD0046353
IM0016182;04-12-2013 09:48:37;001A6097574;Assignment;TEAM0017;KM0001106;SD0046353
IM0016182;04-12-2013 09:48:37;001A6097573;Reassignment;TEAM0017;KM0001106;SD0046353
IM0016182;04-12-2013 10:25:24;001A6097679;Assignment;TEAM0016;KM0001106;SD0046353
IM0016182;04-12-2013 09:48:37;001A6097575;Update;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 09:26:26;001A6006016;Description Update;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 09:26:26;001A6006015;Assignment;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 09:26:26;001A6006014;Reassignment;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 09:28:09;001A6006537;Assignment;TEAM0015;KM0001106;SD0046353
IM0016182;25-11-2013 15:11:24;001A6015782;Update;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 15:11:24;001A6015781;Assignment;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 17:04:57;001A6016278;Operator Update;TEAM0015;KM0001106;SD0046353
IM0016182;25-11-2013 17:04:57;001A6016277;Reassignment;TEAM0015;KM0001106;SD0046353
IM0016182;25-11-2013 17:19:07;001A6016304;Assignment;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 15:08:06;001A6015767;Assignment;TEAM0017;KM0001106;SD0046353
IM0016182;25-11-2013 15:11:24;001A6015780;Reassignment;TEAM0017;KM0001106;SD0046353
IM0016182;05-12-2013 11:37:25;001A6109094;Caused By CI;TEAM0016;KM0001106;SD0046353
IM0016182;04-12-2013 11:43:02;001A6099254;Operator Update;TEAM0016;KM0001106;SD0046353
IM0016182;22-11-2013 16:09:01;001A5999892;Open;TEAM0016;KM0001106;SD0046353
IM0016182;22-11-2013 16:39:26;001A5999986;Assignment;TEAM0017;KM0001106;SD0046353
IM0016182;22-11-2013 16:35:28;001A5999977;Urgency Change;TEAM0017;KM0001106;SD0046353
IM0016182;22-11-2013 16:35:28;001A5999976;Impact Change;TEAM0017;KM0001106;SD0046353
IM0016183;25-11-2013 08:24:15;001A6005790;Status Change;TEAM0057;KM0001308;SD0046356
IM0016183;25-11-2013 08:24:15;001A6005791;Operator Update;TEAM0057;KM0001308;SD0046356
IM0016183;25-11-2013 08:24:15;001A6005789;Assignment;TEAM0057;KM0001308;SD0046356
IM0016183;26-11-2013 14:00:24;001A6025682;Caused By CI;TEAM0057;KM0001308;SD0046356
IM0016183;26-11-2013 14:00:24;001A6025681;Closed;TEAM0057;KM0001308;SD0046356
IM0016183;22-11-2013 16:20:51;001A5999925;Open;TEAM0008;KM0001308;SD0046356
IM0016184;22-11-2013 16:29:46;001A5999953;External Vendor Assignment;TEAM0085;KM0000274;SD0046359
IM0016184;22-11-2013 16:29:45;001A5999951;Status Change;TEAM0085;KM0000274;SD0046359
IM0016184;22-11-2013 16:29:45;001A5999952;Pending vendor;TEAM0085;KM0000274;SD0046359
IM0016184;22-11-2013 16:28:48;001A5999950;Open;TEAM0085;KM0000274;SD0046359
IM0016185;22-11-2013 16:34:36;001A5999430;Closed;TEAM0025;KM0000656;SD0046361
IM0016185;22-11-2013 16:34:36;001A5999431;Caused By CI;TEAM0025;KM0000656;SD0046361
IM0016185;22-11-2013 16:30:49;001A5999960;Open;TEAM0037;KM0000656;SD0046361
IM0016186;26-11-2013 09:05:25;001A6022259;Status Change;TEAM0008;KM0000351;SD0046360
IM0016186;25-11-2013 11:51:08;001A6011848;Assignment;TEAM0001;KM0000351;SD0046360
IM0016186;25-11-2013 11:48:46;001A6011841;Assignment;TEAM0001;KM0000351;SD0046360
IM0016186;25-11-2013 11:51:08;001A6011847;Reassignment;TEAM0001;KM0000351;SD0046360
IM0016186;25-11-2013 11:51:08;001A6011849;Update;TEAM0001;KM0000351;SD0046360
IM0016186;26-11-2013 09:40:19;001A6017894;Operator Update;TEAM0008;KM0000351;SD0046360
IM0016186;26-11-2013 08:14:19;001A6017623;Assignment;TEAM0003;KM0000351;SD0046360
IM0016186;26-11-2013 08:14:19;001A6017624;Update;TEAM0003;KM0000351;SD0046360
IM0016186;26-11-2013 08:14:19;001A6017622;Reassignment;TEAM0003;KM0000351;SD0046360
IM0016186;26-11-2013 14:10:09;001A6025003;Operator Update;TEAM0008;KM0000351;SD0046360
IM0016186;26-11-2013 14:10:09;001A6025002;Status Change;TEAM0008;KM0000351;SD0046360
IM0016186;26-11-2013 14:07:04;001A6024997;Operator Update;TEAM0008;KM0000351;SD0046360
IM0016186;26-11-2013 14:20:14;001A6025022;Reassignment;TEAM0008;KM0000351;SD0046360
IM0016186;26-11-2013 14:20:14;001A6025023;Operator Update;TEAM0008;KM0000351;SD0046360
IM0016186;25-11-2013 12:02:15;001A6012583;Assignment;TEAM0003;KM0000351;SD0046360
IM0016186;25-11-2013 12:14:18;001A6012626;Status Change;TEAM0003;KM0000351;SD0046360
IM0016186;04-12-2013 10:45:56;001A6098401;Caused By CI;TEAM0008;KM0000351;SD0046360
IM0016186;04-12-2013 10:45:56;001A6098400;Closed;TEAM0008;KM0000351;SD0046360
IM0016186;22-11-2013 16:34:34;001A5999973;Update;TEAM0008;KM0000351;SD0046360
IM0016186;22-11-2013 16:32:59;001A5999972;Open;TEAM0008;KM0000351;SD0046360
IM0016187;22-11-2013 16:58:37;001A6000058;Caused By CI;TEAM0018;KM0001114;SD0046365
IM0016187;22-11-2013 16:58:37;001A6000057;Closed;TEAM0018;KM0001114;SD0046365
IM0016187;22-11-2013 16:54:08;001A6000051;Open;TEAM0018;KM0001114;SD0046365
IM0016188;22-11-2013 18:16:21;001A5999535;Closed;TEAM0025;KM0000656;SD0046366
IM0016188;22-11-2013 16:55:12;001A6000052;Open;TEAM0037;KM0000656;SD0046366
IM0016188;22-11-2013 18:16:21;001A5999536;Caused By CI;TEAM0025;KM0000656;SD0046366
IM0016189;26-11-2013 10:20:00;001A6022560;Operator Update;TEAM0040;KM0000702;SD0046372
IM0016189;26-11-2013 08:55:02;001A6022234;Assignment;TEAM0040;KM0000702;SD0046372
IM0016189;26-11-2013 10:20:00;001A6022559;Status Change;TEAM0040;KM0000702;SD0046372
IM0016189;25-11-2013 07:25:24;001A6006245;Status Change;TEAM0023;KM0000702;SD0046372
IM0016189;25-11-2013 07:25:24;001A6006244;Assignment;TEAM0023;KM0000702;SD0046372
IM0016189;26-11-2013 09:45:33;001A6017926;Operator Update;TEAM0008;KM0000702;SD0046372
IM0016189;26-11-2013 08:41:44;001A6018548;Reassignment;TEAM0001;KM0000702;SD0046372
IM0016189;26-11-2013 08:41:44;001A6018549;Assignment;TEAM0001;KM0000702;SD0046372
IM0016189;26-11-2013 08:41:44;001A6018550;Update;TEAM0001;KM0000702;SD0046372
IM0016189;26-11-2013 13:37:31;001A6026433;Assignment;TEAM0040;KM0000702;SD0046372
IM0016189;26-11-2013 13:37:31;001A6026432;Reassignment;TEAM0040;KM0000702;SD0046372
IM0016189;26-11-2013 13:37:31;001A6026434;Operator Update;TEAM0040;KM0000702;SD0046372
IM0016189;25-11-2013 14:46:44;001A6014892;Assignment;TEAM0023;KM0000702;SD0046372
IM0016189;25-11-2013 14:46:44;001A6014891;Reassignment;TEAM0023;KM0000702;SD0046372
IM0016189;25-11-2013 14:46:44;001A6014893;Operator Update;TEAM0023;KM0000702;SD0046372
IM0016189;23-11-2013 10:30:03;001A6000127;Open;TEAM0008;KM0000702;SD0046372
IM0016189;09-12-2013 12:24:05;001A6138145;Closed;TEAM0001;KM0000702;SD0046372
IM0016189;09-12-2013 12:24:05;001A6138146;Quality Indicator Fixed;TEAM0001;KM0000702;SD0046372
IM0016190;25-11-2013 07:04:42;001A6006204;Assignment;TEAM0023;KM0000713;SD0046374
IM0016190;25-11-2013 07:04:42;001A6006205;Status Change;TEAM0023;KM0000713;SD0046374
IM0016190;26-11-2013 13:59:42;001A6026524;Operator Update;TEAM0023;KM0000713;SD0046374
IM0016190;26-11-2013 14:00:24;001A6026528;Closed;TEAM0023;KM0000713;SD0046374
IM0016190;26-11-2013 14:00:24;001A6026529;Caused By CI;TEAM0023;KM0000713;SD0046374
IM0016190;26-11-2013 14:00:24;001A6026530;Quality Indicator Fixed;TEAM0023;KM0000713;SD0046374
IM0016190;23-11-2013 11:07:34;001A6000134;Open;TEAM0008;KM0000713;SD0046374
IM0016191;25-11-2013 09:26:36;001A6008868;Assignment;TEAM0016;KM0001106;SD0046377
IM0016191;25-11-2013 08:52:42;001A6005898;Reassignment;TEAM0017;KM0001106;SD0046377
IM0016191;25-11-2013 08:52:42;001A6005900;Update;TEAM0017;KM0001106;SD0046377
IM0016191;25-11-2013 08:41:06;001A6005840;Assignment;TEAM0017;KM0001106;SD0046377
IM0016191;25-11-2013 10:15:20;001A6006677;Operator Update;TEAM0016;KM0001106;SD0046377
IM0016191;25-11-2013 08:52:42;001A6005899;Assignment;TEAM0017;KM0001106;SD0046377
IM0016191;26-11-2013 15:29:02;001A6025235;Closed;TEAM0016;KM0001106;SD0046377
IM0016191;26-11-2013 15:29:02;001A6025236;Caused By CI;TEAM0016;KM0001106;SD0046377
IM0016191;23-11-2013 17:43:09;001A6000145;Open;TEAM0016;KM0001106;SD0046377
IM0016192;24-11-2013 11:24:33;001A6006088;Open;TEAM0066;KM0001350;SD0046378
IM0016192;24-11-2013 11:27:34;001A6006089;Closed;TEAM0066;KM0001350;SD0046378
IM0016192;24-11-2013 11:27:34;001A6006090;Caused By CI;TEAM0066;KM0001350;SD0046378
IM0016193;25-11-2013 07:35:37;001A6006260;Closed;TEAM0091;KM0001273;SD0046379
IM0016193;25-11-2013 07:35:37;001A6006261;Caused By CI;TEAM0091;KM0001273;SD0046379
IM0016193;24-11-2013 15:30:38;001A6006167;Update;TEAM0066;KM0001273;SD0046379
IM0016193;24-11-2013 15:27:50;001A6006166;Open;TEAM0066;KM0001273;SD0046379
IM0016193;24-11-2013 19:06:56;001A6007676;Urgency Change;TEAM0091;KM0001273;SD0046379
IM0016193;24-11-2013 19:06:56;001A6007675;Impact Change;TEAM0091;KM0001273;SD0046379
IM0016193;24-11-2013 19:06:56;001A6007674;Operator Update;TEAM0091;KM0001273;SD0046379
IM0016193;24-11-2013 19:06:56;001A6007673;Assignment;TEAM0091;KM0001273;SD0046379
IM0016194;25-11-2013 08:09:59;001A6008662;Operator Update;TEAM0025;KM0000656;SD0046380
IM0016194;25-11-2013 08:09:59;001A6008661;Reassignment;TEAM0025;KM0000656;SD0046380
IM0016194;25-11-2013 14:09:42;001A6012310;Closed;TEAM0037;KM0000656;SD0046380
IM0016194;25-11-2013 14:09:42;001A6012311;Caused By CI;TEAM0037;KM0000656;SD0046380
